likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed,time_since_publish,tag_count,like_dislike_ratio,comment_view_ratio,title_words_count,description_words_count,is_viral
360,30,13,False,False,False,0,14,11.612903225806452,0.0005262944820047771,16,53,0
220,41,5,False,False,False,0,1,5.238095238095238,9.005114905266192e-05,14,1,0
1,1,1,False,False,False,1,35,0.5,4.119125097829221e-05,9,46,0
226,23,30,False,False,False,0,24,9.416666666666666,0.0005112822959983639,13,109,0
2095,84,547,False,False,False,0,11,24.647058823529413,0.0074340853492796954,18,146,0
349,28,0,True,False,False,1,31,12.03448275862069,0.0,15,12,0
3509,89,294,False,False,False,2,23,38.98888888888889,0.002220174895410128,11,97,1
87,31,0,True,False,False,0,16,2.71875,0.0,13,63,0
234,22,46,False,False,False,0,29,10.173913043478262,0.0035962786334141194,10,98,0
29321,750,1787,False,False,False,0,39,39.04260985352863,0.011650422140365746,16,84,1
55,35,4,False,False,False,1,20,1.5277777777777777,5.273983439691999e-05,14,31,0
3931,390,640,False,False,False,2,13,10.053708439897699,0.002373940072850286,10,12,1
34242,1317,4604,False,False,False,3,10,25.980273141122915,0.005298519314737111,13,24,1
1634126,21082,85067,False,False,False,4,10,77.50917801071954,0.0025375240617638494,7,118,1
3739,118,245,False,False,False,0,1,31.42016806722689,0.0011688540936132857,11,21,1
17,0,5,False,False,False,1,21,17.0,0.00013291862721641812,6,10,0
3978,248,848,False,False,False,2,23,15.975903614457831,0.0017562753707232209,3,26,1
3218,222,517,False,False,False,0,24,14.4304932735426,0.0028544926511997705,16,182,1
421,52,5,False,False,False,3,10,7.943396226415095,3.4046030232874844e-05,13,59,1
3771,5349,2491,False,False,False,2,25,0.7048598130841122,0.022976525388553243,9,123,1
241,11,13,False,False,False,1,10,20.083333333333332,0.00016571486844788903,16,91,0
1373,214,118,False,False,False,2,28,6.386046511627907,0.0005408403191874562,17,64,1
566,66,76,False,False,False,2,8,8.447761194029852,0.0007331236856828661,15,4,1
132237,1989,17518,False,False,False,1,14,66.45075376884422,0.008358893217262513,5,53,1
25413,891,1030,False,False,False,4,45,28.489910313901344,0.0010150533395747617,15,85,1
2131,113,538,False,False,False,3,18,18.69298245614035,0.001941880736759658,15,298,1
391,73,18,False,False,False,2,20,5.283783783783784,0.00016426205272811892,17,61,1
5415,1833,568,False,False,False,3,10,2.9525627044711014,0.0018417938034014818,10,31,1
1260,371,0,True,False,False,2,9,3.3870967741935485,0.0,18,295,1
18891,1001,2078,False,False,False,3,8,18.853293413173652,0.0027771503871037583,8,92,1
287,2,11,False,False,False,0,23,95.66666666666667,0.0006467924972070324,15,9,0
1717,170,55,False,False,False,2,19,10.04093567251462,0.00014566719548272784,16,84,1
1762,104,437,False,False,False,2,30,16.78095238095238,0.003253715340858326,13,82,1
1167,162,87,False,False,False,2,30,7.159509202453988,0.0003131298589116038,18,319,1
244,41,16,False,False,False,2,22,5.809523809523809,0.00018786839818706996,13,94,0
1112,125,0,True,False,False,2,8,8.825396825396826,0.0,19,213,0
2351,4169,883,False,False,False,5,14,0.56378896882494,0.00033144824490083955,14,244,1
31,12,2,False,False,False,1,16,2.3846153846153846,0.00011886366337810531,16,24,0
352,44,47,False,False,False,2,13,7.822222222222222,0.0005588717924326381,8,167,0
2254,605,0,True,False,False,4,12,3.7194719471947195,0.0,12,29,1
842,219,183,False,False,False,2,24,3.827272727272727,0.0005806666560898606,15,55,1
540,21,75,False,False,False,1,7,24.545454545454547,0.0028115159694107063,9,9,0
7629,734,607,False,False,False,2,22,10.379591836734694,0.0032715670105315352,9,178,1
622,50,28,False,False,False,1,5,12.196078431372548,0.00042128069330765527,8,11,0
106,58,3,False,False,False,1,37,1.7966101694915255,8.31186102568365e-05,11,115,0
51,32,9,False,False,False,1,14,1.5454545454545454,0.00025400767667645065,12,12,0
151,37,11,False,False,False,2,19,3.973684210526316,0.00018422683347569044,12,67,0
970,152,107,False,False,False,2,23,6.339869281045751,0.0005872345096317436,17,39,1
1303,483,411,False,False,False,2,11,2.6921487603305785,0.0016457247195060423,15,134,1
5192,480,303,False,False,False,1,21,10.794178794178794,0.0014827356717820232,7,33,1
164,32,6,False,False,False,2,25,4.96969696969697,0.00016049217600641968,10,150,0
0,0,130,False,True,False,1,1,0.0,0.000659486716415639,11,11,1
168,18,23,False,False,False,2,4,8.842105263157896,0.00024368537040176302,7,19,0
25657,1949,1226,False,False,False,2,20,13.157435897435898,0.003465332541903389,7,8,1
1364,75,78,False,False,False,2,24,17.94736842105263,0.0006427052949028526,13,20,1
15,0,3,False,False,False,3,17,15.0,5.9735967025746205e-05,9,84,0
52,75,41,False,False,False,1,5,0.6842105263157895,0.0004257219101415266,12,13,0
36,11,2,False,False,False,0,17,3.0,6.440601552184974e-05,12,27,0
7643,702,1082,False,False,False,2,16,10.871977240398293,0.0006590544456937918,15,415,1
243,32,104,False,False,False,1,6,7.363636363636363,0.00247424642542764,14,70,0
309,38,66,False,False,False,2,6,7.923076923076923,0.0009260168647313849,13,41,0
1948,183,145,False,False,False,1,9,10.58695652173913,0.0016104848114622092,13,75,0
1440,22,71,False,False,False,0,23,62.608695652173914,0.002747146449990327,12,101,0
0,0,0,True,True,False,1,40,0.0,0.0,16,27,0
9067,453,5427,False,False,False,1,22,19.97136563876652,0.0755986459944001,7,78,0
18,0,0,False,False,False,1,6,18.0,0.0,13,58,0
3477,136,435,False,False,False,2,15,25.37956204379562,0.0027509533476256427,11,229,1
57,12,4,False,False,False,0,25,4.384615384615385,0.0001272993444083763,7,129,0
764,9,102,False,False,False,0,4,76.4,0.007275839931521507,17,239,0
1090,6,133,False,False,False,1,21,155.71428571428572,0.008803283028858883,14,268,0
111,20,23,False,False,False,0,17,5.285714285714286,0.0011239249413604378,9,39,0
31,12,7,False,False,False,0,1,2.3846153846153846,0.0003032534765844994,9,214,0
171,28,204,False,False,False,0,11,5.896551724137931,0.010425183973834832,9,14,0
24,44,21,False,False,False,0,9,0.5333333333333333,0.0006139094337416319,14,12,0
452,18,30,False,False,False,2,17,23.789473684210527,0.000536586238351607,16,398,0
1102,28,54,False,False,False,0,10,38.0,0.001429062905231958,11,42,0
392,47,83,False,False,False,2,25,8.166666666666666,0.0012836970474967907,16,22,0
18875,2323,3995,False,False,False,5,7,8.121772805507746,0.006025813711101826,15,48,1
670,87,108,False,False,False,1,26,7.613636363636363,0.0010996507590644823,16,111,0
895,137,533,False,False,False,2,16,6.4855072463768115,0.005787816266695624,7,14,0
172,20,1,False,False,False,2,7,8.19047619047619,1.5799285872278573e-05,10,6,0
1,1,2,False,False,False,0,1,0.5,0.0002640612622128334,9,1,0
83,28,17,False,False,False,0,30,2.8620689655172415,0.0007412575215836748,20,136,0
3768,191,257,False,False,False,2,14,19.625,0.003629379616161331,3,1,0
351,70,190,False,False,False,1,1,4.943661971830986,0.002735387273250792,15,10,0
1305,83,73,False,False,False,2,1,15.535714285714286,0.0008853850818677987,9,9,0
131,37,3,False,False,False,2,30,3.4473684210526314,5.100652883569097e-05,8,8,0
4664,99,760,False,False,False,1,24,46.64,0.011045066779055066,9,161,0
162,54,12,False,False,False,1,22,2.9454545454545453,0.00011541124874971147,11,212,1
904,99,130,False,False,False,2,10,9.04,0.002024985202031216,13,129,0
96617,6336,12063,False,False,False,3,3,15.246488874861923,0.004277160572401305,5,63,1
1053,30,75,False,False,False,1,30,33.96774193548387,0.0015846521160387923,13,29,0
76,43,14,False,False,False,2,16,1.7272727272727273,0.00034691247893745664,10,1,0
423,94,120,False,False,False,2,32,4.4526315789473685,0.0013980636818007061,17,37,0
2560,292,263,False,False,False,2,17,8.737201365187714,0.000941697131583376,21,139,1
843,67,48,False,False,False,0,8,12.397058823529411,0.0007723001673317029,17,45,0
180,36,3,False,False,False,2,5,4.864864864864865,9.784735812133073e-05,12,1,0
1237,90,80,False,False,False,2,14,13.593406593406593,0.0009862176089154072,13,121,0
44,44,0,True,False,False,2,1,0.9777777777777777,0.0,13,22,0
104,52,5,False,False,False,2,23,1.9622641509433962,6.149607655031609e-05,12,34,0
20361,851,13553,False,False,False,3,16,23.89788732394366,0.04394845387568745,14,62,1
65244,1435,2729,False,False,False,5,21,45.43454038997214,0.002264563032273965,12,135,1
4711,263,416,False,False,False,3,4,17.84469696969697,0.0021345483839518907,8,39,1
2687,145,101,False,False,False,3,14,18.404109589041095,0.0004941533343118548,6,555,1
292,40,20,False,False,False,3,21,7.121951219512195,0.00011263544412155618,8,8,1
868,32,42,False,False,False,1,17,26.303030303030305,0.0008249042521850142,14,47,0
175,46,50,False,False,False,1,10,3.723404255319149,0.00035270880361173816,11,170,1
249,65,10,False,False,False,1,34,3.772727272727273,0.000165174589541145,14,192,0
2769,209,585,False,False,False,2,32,13.185714285714285,0.008479121070253504,10,52,0
203,42,23,False,False,False,1,8,4.72093023255814,0.0003472641623384467,10,60,0
142,56,11,False,False,False,4,1,2.491228070175439,5.3393911152531844e-05,8,8,1
1308,63,74,False,False,False,2,10,20.4375,0.0001964532228947648,14,140,1
2570,1154,294,False,False,False,5,14,2.225108225108225,0.00039552172544334756,17,17,1
113,22,36,False,False,False,0,22,4.913043478260869,0.0029011201547264084,16,50,0
2021,453,242,False,False,False,2,7,4.451541850220265,0.0024040610750722708,5,20,1
908,126,92,False,False,False,1,14,7.149606299212598,0.0021433230826577204,13,230,0
1059,28,61,False,False,False,1,5,36.51724137931034,0.003036789963658087,7,90,0
285,16,18,False,False,False,1,1,16.764705882352942,0.001243008079552517,9,17,0
181,19,24,False,False,False,0,48,9.05,0.0010246776534881736,11,27,0
31396,1008,1073,False,False,False,4,22,31.11595639246779,0.0007742222241463533,15,82,1
1520,61,166,False,False,False,2,20,24.516129032258064,0.0030264909114113294,20,135,0
887,21,96,False,False,False,1,1,40.31818181818182,0.0054154679302758505,9,18,0
180,41,30,False,False,False,2,10,4.285714285714286,0.0007393350913078838,14,15,0
4833,784,416,False,False,False,0,1,6.156687898089172,0.00047178798573748625,10,1,1
43269,4038,2872,False,False,False,0,27,10.712800198068829,0.00505808342315306,5,152,1
41670,1409,1545,False,False,False,2,15,29.5531914893617,0.0009355930479078141,15,117,1
1661,4078,0,True,False,False,1,19,0.40720764893356215,0.0,12,371,1
996,860,158,False,False,False,1,11,1.156794425087108,0.00018431588476290912,12,85,1
19966,800,1124,False,False,False,0,30,24.926342072409486,0.0022455388893772425,9,191,1
1283,208,62,False,False,False,1,21,6.138755980861244,0.0001805753363215639,13,48,1
3646,60,219,False,False,False,0,16,59.77049180327869,0.0006717976876662239,16,23,1
2701,346,233,False,False,False,2,14,7.783861671469741,0.000342249445497143,10,47,1
1189,160,0,True,False,False,0,12,7.385093167701863,0.0,17,42,1
3079,898,253,False,False,False,1,13,3.424916573971079,0.000256017939470478,16,121,1
145592,8358,9040,False,False,False,3,18,17.417394425170475,0.0012908139595818162,10,113,1
1160,964,679,False,False,False,1,9,1.2020725388601037,0.0010266893879026051,11,30,1
77250,1749,73422,False,False,False,0,22,44.142857142857146,0.10208019931651785,10,111,1
79943,1972,2923,False,False,False,2,20,40.51849974657881,0.0018858478185973112,6,29,1
3153,269,236,False,False,False,1,25,11.677777777777777,0.00035863318207928223,9,61,1
3231,1327,1030,False,False,False,0,18,2.4329819277108435,0.0017409441325957138,4,34,1
898,1249,540,False,False,False,1,1,0.7184,0.0007796584229820202,8,8,1
15005,606,867,False,False,False,0,14,24.719934102141682,0.002651205885860541,9,61,1
3861,381,569,False,False,False,1,26,10.107329842931938,0.0018253912240066214,11,48,1
672,353,146,False,False,False,1,24,1.8983050847457628,0.0006920284016039891,17,94,1
142237,9944,11907,False,False,False,3,26,14.302362996480644,0.0010086334858693472,18,527,1
212,84,7,False,False,False,0,10,2.4941176470588236,0.0001008747279985013,11,4,0
5561,2953,3540,False,False,False,2,23,1.8825321597833446,0.003886492462510169,13,40,1
54435,1542,864,False,False,False,0,23,35.278677900194424,0.0014897039730611865,14,244,1
305,496,0,True,False,False,0,20,0.613682092555332,0.0,14,92,1
37295,809,3765,False,False,False,1,11,46.04320987654321,0.00582919303221771,11,39,1
43428,1037,2314,False,False,False,3,22,41.83815028901734,0.0007725034185112384,16,177,1
63658,1695,2545,False,False,False,2,23,37.534198113207545,0.0022924416981183063,8,72,1
424,275,201,False,False,False,0,18,1.536231884057971,0.001585398558154943,16,270,1
627,311,63,False,False,False,1,20,2.0096153846153846,0.00011115600480617392,14,235,1
9427,420,964,False,False,False,0,29,22.391923990498814,0.0040587252066202695,12,71,1
16357,238,2306,False,False,False,0,18,68.43933054393305,0.017305166785486475,18,206,1
101450,4352,4822,False,False,False,4,22,23.30576613829543,0.0007388194945383742,15,65,1
480,156,39,False,False,False,1,28,3.0573248407643314,0.00017420980220487074,10,18,1
2327,201,342,False,False,False,0,23,11.51980198019802,0.0011506937808702206,3,26,1
1658,287,201,False,False,False,0,14,5.756944444444445,0.0006614496607191044,10,465,1
166,372,183,False,False,False,0,19,0.4450402144772118,0.0034339757182263423,13,44,0
9576,167,936,False,False,False,0,15,57.0,0.007553747821034283,15,64,1
16504,719,1302,False,False,False,2,30,22.92222222222222,0.0043268176289571105,12,15,1
2545,305,359,False,False,False,1,16,8.316993464052288,0.0013395972252799534,13,38,1
2983,134,114,False,False,False,0,17,22.096296296296295,0.0007087040041776236,8,49,1
17437,1693,1170,False,False,False,3,13,10.293388429752065,0.0003858840322836518,16,220,1
3226,348,265,False,False,False,3,12,9.243553008595988,0.00040018121413470253,18,219,1
1157,373,420,False,False,False,1,1,3.093582887700535,0.001818048022439907,13,12,1
0,0,21,False,True,False,1,17,0.0,0.0002494891412821366,10,118,0
1272,131,54,False,False,False,1,14,9.636363636363637,0.0003779104352268512,16,53,1
131784,9892,18284,False,False,False,1,4,13.320933993732943,0.003947308483539676,10,80,1
657,169,210,False,False,False,0,5,3.864705882352941,0.0011383347788378143,15,291,1
32539,843,3096,False,False,False,0,24,38.55331753554503,0.0019660176141461827,10,49,1
14485,1240,721,False,False,False,1,23,11.672038678485093,0.001404078643983299,20,34,1
10036,557,1747,False,False,False,1,7,17.985663082437277,0.004398753141067283,9,78,1
273,57,34,False,False,False,0,21,4.706896551724138,0.0005510266923812457,15,92,0
5693,159,328,False,False,False,1,1,35.58125,0.0010081915563957152,8,21,1
5706,792,790,False,False,False,0,10,7.1954602774274905,0.006097043319878676,13,52,1
511,43,171,False,False,False,0,12,11.613636363636363,0.002046017444990847,13,15,0
10310,738,561,False,False,False,0,33,13.95128552097429,0.002023167248492542,15,133,1
11836,219,610,False,False,False,0,40,53.8,0.0020437291020323376,11,100,1
1019,19,148,False,False,False,0,13,50.95,0.004778818211172102,17,24,0
105,30,7,False,False,False,0,7,3.3870967741935485,0.00014026931708881053,6,12,0
918,94,79,False,False,False,1,46,9.663157894736843,0.0004338513921687078,16,57,1
1652,139,144,False,False,False,0,22,11.8,0.0006613058034176651,13,115,1
853550,62858,102740,False,False,False,7,22,13.578803353537282,0.0027372940758364737,12,107,1
88,59,17,False,False,False,0,22,1.4666666666666666,0.00033781098481837693,15,63,0
722,139,34,False,False,False,0,23,5.1571428571428575,0.00031010580080262677,17,39,1
26144,248,698,False,False,False,2,25,104.99598393574297,0.0007654734200869876,17,291,1
1075,150,127,False,False,False,1,29,7.119205298013245,0.0004757587790606199,12,501,1
2869,36,641,False,False,False,0,72,77.54054054054055,0.011515521701638403,11,176,0
2267,90,47,False,False,False,0,13,24.912087912087912,0.00041037282807997904,11,67,1
1324,218,135,False,False,False,1,42,6.045662100456621,0.0005203495207002748,10,27,1
2805,165,356,False,False,False,1,21,16.897590361445783,0.0009298608081953126,13,73,1
4076,289,169,False,False,False,2,8,14.055172413793104,0.0011221034459863223,8,80,1
24062,510,1011,False,False,False,0,19,47.088062622309195,0.002857643560550386,10,51,1
134,118,44,False,False,False,1,11,1.1260504201680672,0.0005290432733350166,18,11,0
88100,7150,24225,False,False,False,1,1,12.319955251013845,0.011068335377186938,7,141,1
8740,80,480,False,False,False,2,21,107.90123456790124,0.0015978003615023319,14,50,1
233,201,6,False,False,False,2,16,1.1534653465346534,2.3594087321717177e-05,17,68,1
1225,126,220,False,False,False,1,33,9.645669291338583,0.0010025245390665586,12,78,1
21327,476,2119,False,False,False,0,24,44.710691823899374,0.0020004380383434597,12,43,1
633,55,23,False,False,False,2,3,11.303571428571429,0.00011332561405237614,8,51,1
3100,152,463,False,False,False,0,8,20.26143790849673,0.00972689075630252,15,175,0
0,0,40,False,True,False,1,7,0.0,0.00039995600483946767,9,1,1
84,74,16,False,False,False,0,25,1.12,0.00032689753805291655,14,59,0
1805,152,199,False,False,False,1,30,11.797385620915033,0.001965043941937395,13,19,1
530,73,46,False,False,False,1,23,7.162162162162162,0.00047895213602240665,13,97,0
177,100,0,True,False,False,1,31,1.7524752475247525,0.0,12,21,1
189,128,34,False,False,False,2,28,1.4651162790697674,0.00023489909702023587,10,55,1
807,69,23,False,False,False,0,24,11.528571428571428,0.000344693223031502,19,19,0
3187,727,192,False,False,False,1,16,4.377747252747253,0.00039394312446140587,23,161,1
48776,4615,2502,False,False,False,1,37,10.566724436741767,0.0005264980890770796,9,22,1
10017,1062,1494,False,False,False,3,15,9.423330197554092,0.0018619699492507253,11,44,1
839,37,123,False,False,False,0,30,22.07894736842105,0.004728586806089497,16,118,0
10408,1047,1018,False,False,False,4,29,9.931297709923664,0.00046151788608487306,13,47,1
0,0,0,True,True,False,0,1,0.0,0.0,12,11,0
14064,593,1825,False,False,False,0,30,23.67676767676768,0.0017800032966636399,7,219,1
580,146,32,False,False,False,0,20,3.945578231292517,0.00021117930442816603,7,66,1
449,57,62,False,False,False,0,6,7.741379310344827,0.0006785002954759351,8,25,0
763,65,243,False,False,False,0,27,11.56060606060606,0.0018187261432527505,14,36,1
376,31,29,False,False,False,0,24,11.75,0.0010063504181559496,16,53,0
2083,101,220,False,False,False,1,6,20.42156862745098,0.0021301316808675446,10,21,1
1439,30,75,False,False,False,0,10,46.41935483870968,0.00428400068544011,10,27,0
1193,158,93,False,False,False,0,17,7.50314465408805,0.0008958588203562243,20,33,1
20618,607,2676,False,False,False,0,33,33.911184210526315,0.001780282769577123,13,136,1
2297,59,112,False,False,False,1,10,38.28333333333333,0.0008690726529218688,11,42,1
2210,49,240,False,False,False,0,8,44.2,0.013407072230601643,11,41,0
1761,54,580,False,False,False,0,23,32.018181818181816,0.01990801125832361,19,140,0
69,18,9,False,False,False,0,14,3.6315789473684212,0.00023961661341853036,14,79,0
885,142,76,False,False,False,1,35,6.188811188811189,0.00044023007814083886,16,68,1
109,5,5,False,False,False,0,10,18.166666666666668,0.0001485928259383637,16,91,0
0,0,15,False,True,False,1,14,0.0,0.0002534511599614754,9,19,0
327,57,339,False,False,False,0,32,5.637931034482759,0.0034593954731922364,14,70,0
714,52,50,False,False,False,0,10,13.471698113207546,0.00048526728522069954,17,1,1
1427,152,84,False,False,False,1,8,9.326797385620916,0.0005690671363728745,17,45,1
946,35,26,False,False,False,0,18,26.27777777777778,0.0005132659507264687,16,109,0
455,122,12,False,False,False,1,24,3.6991869918699187,0.00023797719385225584,20,88,0
359,43,80,False,False,False,1,6,8.159090909090908,0.0008369163815920242,9,144,0
4206,461,2535,False,False,False,1,14,9.103896103896103,0.015117811584954944,20,151,1
54204,311,3126,False,False,False,3,21,173.73076923076923,0.0018415631253788725,15,78,1
2851,701,214,False,False,False,3,7,4.061253561253562,0.0002665225286262632,12,47,1
2985,81,217,False,False,False,0,21,36.40243902439025,0.006516907922397741,7,1,0
718,103,105,False,False,False,1,22,6.903846153846154,0.0013391319873994056,12,142,0
58474,837,3294,False,False,False,0,33,69.77804295942721,0.002044573438917903,8,123,1
1034,90,53,False,False,False,1,18,11.362637362637363,0.0005124189072908509,15,154,1
8309,120,837,False,False,False,2,25,68.6694214876033,0.006305939788445891,8,200,1
1380,7,63,False,False,False,0,10,172.5,0.0026435045317220545,6,98,0
97,174,136,False,False,False,0,29,0.5542857142857143,0.004029271472165437,16,49,0
6676,722,330,False,False,False,2,21,9.233748271092669,0.0010271030713494267,7,33,1
245,86,8,False,False,False,1,18,2.8160919540229883,4.92677579475052e-05,15,30,1
620,102,568,False,False,False,0,15,6.019417475728155,0.0038931575015250484,18,126,1
31125,2771,3665,False,False,False,2,20,11.228354978354979,0.0009404197274142743,13,250,1
3598,29,179,False,False,False,0,29,119.93333333333334,0.005983020255364664,10,108,0
587,66,25,False,False,False,0,10,8.761194029850746,0.00014652787546302808,15,140,1
182,24,9,False,False,False,2,13,7.28,0.00010213924984395392,10,68,0
651,100,8,False,False,False,4,14,6.445544554455446,3.2216494845360825e-05,15,88,1
812,357,345,False,False,False,1,4,2.2681564245810057,0.0008007631621092798,16,108,1
85,259,141,False,False,False,0,13,0.3269230769230769,0.0040996714447707385,17,60,0
1718,36,162,False,False,False,0,3,46.432432432432435,0.005428954423592493,13,147,0
8775,223,1357,False,False,False,1,18,39.174107142857146,0.01720400116637296,17,441,0
165,151,7,False,False,False,2,37,1.0855263157894737,0.00012232415902140674,11,115,0
20769,2641,2298,False,False,False,4,16,7.86109008327025,0.0018268194262928445,8,67,1
7073,56,773,False,False,False,0,8,124.08771929824562,0.006749853738615625,16,35,1
444,40,0,True,False,False,2,31,10.829268292682928,0.0,15,12,0
